Wallet address,Custom mint limit (optional),Custom price in native token e.g. ETH (optional)
0x7C3Cba7b5e3cC426A5799f154558E3e0b1847d49,,
0x5129480Eab2366d8dC1242840897a90A8a50E209,,
0xD0c4aEA872a5b5d4d867F66c064d00BA73d86b64,,
0x79A71EAe3caD261f4A39fbB8eD1abcf5a3E69865,,
0x7A674a48d4D4fEAA38a78e8444A8c195368ced80,,
